############################
############################
########## SHAYNI ##########
############################
############################

###
# Short dictionary of how the dynasties are split into kingdoms:
# - Lyneria
# - Gan
# - Senga Muta
###

#################
###           ###
###  Lyneria  ###
###           ###
#################

################
### Dynasty dynasty_calynor
################

lineofcalynor1 = {
	name = Ramisht
################

lineofaykaafahaymim1 = {
	name = Aykaafahaym
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim

	sexuality = heterosexual

	trait = charming
	6650.01.08 = {
	    birth = yes
	}
	6666.01.08 = {  
	    trait = generous
	    trait = callous
	    trait = chaste
	}
	6669.04.25 = {  # Married at age 19
	    add_spouse = lineofaykaafahaymim2
	}
	6722.08.06 = {  # Died at age 72
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim2 = {
	name = Aneimbam
	female = yes
	culture = drenim
	religion = faith_gan

	sexuality = heterosexual

	trait = charming
	6650.05.04 = {
	    birth = yes
	}
	6666.05.04 = {  
	    trait = craven
	    trait = greedy
	    trait = trusting
	}
	6714.03.14 = {  # Died at age 63
	    death = { death_reason = death_cancer }
	}
}

lineofaykaafahaymim3 = {
	name = Myrove
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim1
	mother = lineofaykaafahaymim2

	sexuality = heterosexual

	diplomacy = 3
	martial = 3
	stewardship = 4
	intrigue = 3
	learning = 2
	prowess = 7

	trait = education_martial_4

	trait = curious
	6672.09.08 = {
	    birth = yes
	}
	6688.09.08 = {  
	    trait = forgiving
	    trait = sadistic
	    trait = cynical
	}
	6697.01.09 = {  # Married at age 24
	    add_spouse = lineofnginaraaim4
	}
	6748.10.27 = {  # Died at age 76
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim4 = {
	name = Sylalen
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim1

	sexuality = heterosexual

	diplomacy = 5
	martial = 4
	stewardship = 2
	intrigue = 5
	learning = 5
	prowess = 2

	trait = bastard

	trait = education_learning_2

	trait = pensive
	6673.07.23 = {
	    birth = yes
	}
	6689.07.23 = {  
	    trait = arrogant
	    trait = shy
	    trait = just
	}
	6709.08.09 = {  # Married at age 36
	    add_spouse = lineofaykaafahaymim13
	}
	6752.03.26 = {  # Died at age 78
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim5 = {
	name = Chaasiyand
	female = yes
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim1
	mother = lineofaykaafahaymim2

	sexuality = heterosexual

	diplomacy = 5
	martial = 6
	stewardship = 5
	intrigue = 5
	learning = 6
	prowess = 3

	trait = education_martial_4

	trait = bossy
	6675.12.13 = {
	    birth = yes
	}
	6679.08.08 = {  # Died at age 3
	    death = { death_reason = death_ill }
	}
}

lineofaykaafahaymim6 = {
	name = Mbuguumar
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim1
	mother = lineofaykaafahaymim2

	sexuality = heterosexual

	diplomacy = 4
	martial = 2
	stewardship = 5
	intrigue = 1
	learning = 4
	prowess = 3

	trait = education_learning_4

	trait = curious
	6679.09.17 = {
	    birth = yes
	}
	6695.09.17 = {  
	    trait = stubborn
	    trait = sadistic
	    trait = greedy
	}
	6705.02.07 = {  # Married at age 25
	    add_spouse = lineofaykaafahaymim11
	}
	6717.05.13 = {  # Married at age 37
	    add_spouse = lineoftalooyazandim4
	}
	6730.05.23 = {  # Died at age 50
	    death = { death_reason = death_ill }
	}
}

lineofaykaafahaymim7 = {
	name = Haruunu
	female = yes
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim1
	mother = lineofaykaafahaymim2

	sexuality = heterosexual

	diplomacy = 5
	martial = 7
	stewardship = 5
	intrigue = 4
	learning = 5
	prowess = 2

	trait = education_stewardship_1

	6687.10.01 = {
	    birth = yes
	}
	6688.03.09 = {  # Died at age 0
	    death = { death_reason = death_ill }
	}
}

lineofaykaafahaymim8 = {
	name = Ziimba
	female = yes
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim1
	mother = lineofaykaafahaymim2

	sexuality = heterosexual

	diplomacy = 2
	martial = 7
	stewardship = 3
	intrigue = 3
	learning = 3
	prowess = 3

	trait = education_martial_2

	trait = charming
	6692.08.20 = {
	    birth = yes
	}
	6708.08.20 = {  
	    trait = arrogant
	    trait = forgiving
	    trait = honest
	}
	6767.04.12 = {  # Died at age 74
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim9 = {
	name = Ovenuukal
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim3
	mother = lineofnginaraaim4

	sexuality = heterosexual

	diplomacy = 3
	martial = 3
	stewardship = 3
	intrigue = 4
	learning = 2
	prowess = 4

	trait = education_martial_4

	trait = bossy
	6698.03.14 = {
	    birth = yes
	}
	6714.03.14 = {  
	    trait = stubborn
	    trait = lazy
	    trait = greedy
	}
	6721.10.16 = {  # Married at age 23
	    add_spouse = lineofaykaafahaymim19
	}
	6766.08.03 = {  # Died at age 68
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim10 = {
	name = Myraolyar
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim3
	mother = lineofnginaraaim4

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 2
	intrigue = 4
	learning = 3
	prowess = 5

	trait = education_diplomacy_1

	trait = curious
	6700.06.09 = {
	    birth = yes
	}
	6716.06.09 = {  
	    trait = eccentric
	    trait = callous
	    trait = diligent
	}
	6718.07.02 = {  # Married at age 18
	    add_spouse = lineofaykaafahaymim17
	}
	6778.10.22 = {  # Married at age 78
	    add_spouse = lineofaykaafahaymim60
	}
	6782.11.28 = {  # Died at age 82
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim11 = {
	name = Shaymbam
	female = yes
	culture = drenim
	religion = faith_gan

	sexuality = heterosexual

	diplomacy = 4
	martial = 6
	stewardship = 5
	intrigue = 2
	learning = 2
	prowess = 2

	trait = education_martial_2

	trait = rowdy
	6679.11.14 = {
	    birth = yes
	}
	6695.11.14 = {  
	    trait = honest
	    trait = eccentric
	    trait = diligent
	}
	6716.11.01 = {  # Died at age 36
	    death = { death_reason = death_murder }
	}
}

lineofaykaafahaymim12 = {
	name = Ndakal
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim3
	mother = lineofnginaraaim4

	sexuality = heterosexual

	diplomacy = 6
	martial = 5
	stewardship = 4
	intrigue = 1
	learning = 5
	prowess = 3

	trait = education_diplomacy_2
	trait = beauty_good_2

	trait = charming
	6707.09.06 = {
	    birth = yes
	}
	6723.09.06 = {  
	    trait = gregarious
	    trait = eccentric
	    trait = greedy
	}
	6729.03.18 = {  # Married at age 21
	    add_spouse = lineofaykaafahaymim26
	}
	6751.08.01 = {  # Died at age 43
	    death = { death_reason = death_dungeon_passive }
	}
}

lineofaykaafahaymim13 = {
	name = Arazaandar
	female = yes
	culture = drenim
	religion = faith_gan

	sexuality = heterosexual

	diplomacy = 5
	martial = 7
	stewardship = 5
	intrigue = 4
	learning = 4
	prowess = 2

	trait = education_intrigue_3

	trait = charming
	6690.06.09 = {
	    birth = yes
	}
	6706.06.09 = {  
	    trait = gluttonous
	    trait = brave
	    trait = compassionate
	}
	6781.10.04 = {  # Died at age 91
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim14 = {
	name = Lynira
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim4
	mother = lineofaykaafahaymim13

	sexuality = heterosexual

	diplomacy = 7
	martial = 6
	stewardship = 3
	intrigue = 8
	learning = 5
	prowess = 1

	trait = education_learning_2

	trait = curious
	6714.07.12 = {
	    birth = yes
	}
	6730.07.12 = {  
	    trait = honest
	    trait = sadistic
	    trait = lazy
	}
	6738.05.12 = {  # Married at age 23
	    add_spouse = lineoftalooyazandim7
	}
	6774.08.05 = {  # Died at age 60
	    death = { death_reason = death_dungeon_passive }
	}
}

lineofaykaafahaymim15 = {
	name = Mbuan
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim4
	mother = lineofaykaafahaymim13

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 2
	intrigue = 5
	learning = 3
	prowess = 2

	trait = education_diplomacy_1

	trait = charming
	6716.05.20 = {
	    birth = yes
	}
	6732.05.20 = {  
	    trait = generous
	    trait = gluttonous
	    trait = diligent
	}
	6736.08.02 = {  # Married at age 20
	    add_spouse = lineofaykaafahaymim29
	}
	6752.07.26 = {  # Died at age 36
	    death = { death_reason = death_dungeon_passive }
	}
}

lineofaykaafahaymim16 = {
	name = Muutahaym
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim6
	mother = lineoftalooyazandim4

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 6
	intrigue = 3
	learning = 5
	prowess = 1

	trait = education_learning_4
	trait = infertile

	trait = pensive
	6717.11.16 = {
	    birth = yes
	}
	6733.11.16 = {  
	    trait = diligent
	    trait = vengeful
	    trait = generous
	}
	6741.03.20 = {  # Married at age 23
	    add_spouse = lineofaykaafahaymim33
	}
	6784.03.14 = {  # Died at age 66
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim17 = {
	name = Orzandar
	female = yes
	culture = drenim
	religion = faith_gan

	sexuality = heterosexual

	diplomacy = 2
	martial = 3
	stewardship = 4
	intrigue = 6
	learning = 4
	prowess = 1

	trait = education_intrigue_3

	trait = charming
	6700.06.21 = {
	    birth = yes
	}
	6716.06.21 = {  
	    trait = trusting
	    trait = humble
	    trait = just
	}
	6770.07.18 = {  # Died at age 70
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim18 = {
	name = Marak_mbam
	female = yes
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim6
	mother = lineoftalooyazandim4

	sexuality = heterosexual

	diplomacy = 2
	martial = 5
	stewardship = 5
	intrigue = 4
	learning = 4
	prowess = 5

	trait = education_martial_2

	trait = rowdy
	6719.05.02 = {
	    birth = yes
	}
	6735.05.02 = {  
	    trait = lustful
	    trait = humble
	    trait = brave
	}
	6798.03.22 = {  # Died at age 78
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim19 = {
	name = Andazandam
	female = yes
	culture = drenim
	religion = faith_gan

	sexuality = heterosexual

	diplomacy = 5
	martial = 7
	stewardship = 4
	intrigue = 2
	learning = 6
	prowess = 6

	trait = education_martial_3

	trait = charming
	6697.12.20 = {
	    birth = yes
	}
	6713.12.20 = {  
	    trait = eccentric
	    trait = gregarious
	    trait = brave
	}
	6782.05.15 = {  # Died at age 84
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim20 = {
	name = Daalahaym
	female = yes
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim6
	mother = lineoftalooyazandim4

	sexuality = heterosexual

	diplomacy = 4
	martial = 3
	stewardship = 6
	intrigue = 4
	learning = 3
	prowess = 3

	trait = education_stewardship_1

	trait = pensive
	6721.12.18 = {
	    birth = yes
	}
	6737.12.18 = {  
	    trait = brave
	    trait = lustful
	    trait = vengeful
	}
	6792.12.08 = {  # Died at age 70
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim21 = {
	name = Uyiihaym
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim9
	mother = lineofaykaafahaymim19

	sexuality = heterosexual

	diplomacy = 4
	martial = 7
	stewardship = 6
	intrigue = 1
	learning = 2
	prowess = 3

	trait = education_martial_1

	trait = bossy
	6723.02.21 = {
	    birth = yes
	}
	6739.02.21 = {  
	    trait = sadistic
	    trait = ambitious
	    trait = greedy
	}
	6741.07.13 = {  # Married at age 18
	    add_spouse = lineofaykaafahaymim34
	}
	6777.09.11 = {  # Died at age 54
	    death = { death_reason = death_attacked }
	}
}

lineofaykaafahaymim22 = {
	name = Myraayaar
	female = yes
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim4
	mother = lineofaykaafahaymim13

	sexuality = heterosexual

	diplomacy = 5
	martial = 6
	stewardship = 4
	intrigue = 6
	learning = 3
	prowess = 4

	trait = education_stewardship_2

	trait = bossy
	6724.03.26 = {
	    birth = yes
	}
	6740.03.26 = {  
	    trait = gluttonous
	    trait = calm
	    trait = callous
	}
	6792.02.17 = {  # Died at age 67
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim23 = {
	name = Avarynam
	female = yes
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim9
	mother = lineofaykaafahaymim19

	sexuality = heterosexual

	diplomacy = 7
	martial = 7
	stewardship = 1
	intrigue = 3
	learning = 7
	prowess = 5

	trait = education_martial_1

	trait = rowdy
	6725.08.04 = {
	    birth = yes
	}
	6741.08.04 = {  
	    trait = fickle
	    trait = sadistic
	    trait = lazy
	}
	6786.04.05 = {  # Died at age 60
	    death = { death_reason = death_ill }
	}
}

lineofaykaafahaymim24 = {
	name = Nakantima
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim10
	mother = lineofaykaafahaymim17

	sexuality = heterosexual

	diplomacy = 3
	martial = 2
	stewardship = 9
	intrigue = 4
	learning = 3
	prowess = 6

	trait = education_stewardship_3

	trait = bossy
	6726.08.19 = {
	    birth = yes
	}
	6742.08.19 = {  
	    trait = eccentric
	    trait = brave
	    trait = deceitful
	}
	6746.12.24 = {  # Married at age 20
	    add_spouse = lineofaykaafahaymim38
	}
	6805.05.26 = {  # Died at age 78
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim25 = {
	name = Ndalyn
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim10
	mother = lineofaykaafahaymim17

	sexuality = asexual

	diplomacy = 5
	martial = 3
	stewardship = 3
	intrigue = 4
	learning = 5
	prowess = 3

	trait = education_martial_2

	6728.12.24 = {
	    birth = yes
	}
	6730.04.08 = {  # Died at age 1
	    death = { death_reason = death_ill }
	}
}

lineofaykaafahaymim26 = {
	name = Kallyram
	female = yes
	culture = drenim
	religion = faith_gan

	sexuality = heterosexual

	diplomacy = 1
	martial = 5
	stewardship = 6
	intrigue = 4
	learning = 4
	prowess = 4

	trait = education_intrigue_3

	trait = charming
	6705.08.11 = {
	    birth = yes
	}
	6721.08.11 = {  
	    trait = trusting
	    trait = patient
	    trait = calm
	}
	6788.03.18 = {  # Died at age 82
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim27 = {
	name = Nakantima
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim10
	mother = lineofaykaafahaymim17

	sexuality = heterosexual

	diplomacy = 2
	martial = 4
	stewardship = 4
	intrigue = 4
	learning = 4
	prowess = 4

	trait = education_learning_1

	trait = curious
	6730.04.25 = {
	    birth = yes
	}
	6746.04.25 = {  
	    trait = forgiving
	    trait = ambitious
	    trait = brave
	}
	6748.03.23 = {  # Married at age 17
	    add_spouse = lineofaykaafahaymim41
	}
	6790.08.17 = {  # Died at age 60
	    death = { death_reason = death_ill }
	}
}

lineofaykaafahaymim28 = {
	name = Aykaafar
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim12
	mother = lineofaykaafahaymim26

	sexuality = heterosexual

	diplomacy = 6
	martial = 5
	stewardship = 4
	intrigue = 7
	learning = 4
	prowess = 2

	trait = education_stewardship_3

	trait = pensive
	6733.12.03 = {
	    birth = yes
	}
	6749.12.03 = {  
	    trait = eccentric
	    trait = generous
	    trait = forgiving
	}
	6753.11.16 = {  # Died at age 19
	    death = { death_reason = death_cancer }
	}
}

lineofaykaafahaymim29 = {
	name = Uyarove
	female = yes
	culture = drenim
	religion = faith_gan

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 4
	intrigue = 4
	learning = 3
	prowess = 3

	trait = education_martial_2

	trait = rowdy
	6717.07.23 = {
	    birth = yes
	}
	6733.07.23 = {  
	    trait = sadistic
	    trait = deceitful
	    trait = impatient
	}
	6804.04.11 = {  # Died at age 86
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim30 = {
	name = Enaama
	female = yes
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim10
	mother = lineofaykaafahaymim17

	sexuality = heterosexual

	diplomacy = 3
	martial = 4
	stewardship = 9
	intrigue = 5
	learning = 4
	prowess = 8

	trait = education_martial_2

	6737.04.15 = {
	    birth = yes
	}
	6739.06.04 = {  # Died at age 2
	    death = { death_reason = death_ill }
	}
}

lineofaykaafahaymim31 = {
	name = Kaloyaar
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim14
	mother = lineoftalooyazandim7

	sexuality = heterosexual

	diplomacy = 7
	martial = 1
	stewardship = 5
	intrigue = 3
	learning = 3
	prowess = 2

	trait = education_diplomacy_2

	6739.06.23 = {
	    birth = yes
	}
	6741.09.23 = {  # Died at age 2
	    death = { death_reason = death_ill }
	}
}

lineofaykaafahaymim32 = {
	name = Thatahaym
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim15
	mother = lineofaykaafahaymim29

	sexuality = heterosexual

	diplomacy = 1
	martial = 3
	stewardship = 5
	intrigue = 1
	learning = 4
	prowess = 2

	trait = education_stewardship_4

	6740.09.22 = {
	    birth = yes
	}
	6742.04.09 = {  # Died at age 1
	    death = { death_reason = death_ill }
	}
}

lineofaykaafahaymim33 = {
	name = Emeeliram
	female = yes
	culture = drenim
	religion = faith_gan

	sexuality = heterosexual

	diplomacy = 8
	martial = 6
	stewardship = 3
	intrigue = 4
	learning = 3
	prowess = 4

	trait = education_martial_2

	trait = curious
	6716.09.21 = {
	    birth = yes
	}
	6732.09.21 = {  
	    trait = temperate
	    trait = cynical
	    trait = gregarious
	}
	6788.03.05 = {  # Died at age 71
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim34 = {
	name = Aykaafar
	female = yes
	culture = drenim
	religion = faith_gan

	sexuality = heterosexual

	diplomacy = 7
	martial = 4
	stewardship = 8
	intrigue = 7
	learning = 3
	prowess = 3

	trait = education_diplomacy_3

	trait = charming
	6719.08.04 = {
	    birth = yes
	}
	6735.08.04 = {  
	    trait = brave
	    trait = diligent
	    trait = paranoid
	}
	6801.06.07 = {  # Died at age 81
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim35 = {
	name = Mbaakama
	female = yes
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim14
	mother = lineoftalooyazandim7

	sexuality = heterosexual

	diplomacy = 2
	martial = 1
	stewardship = 5
	intrigue = 8
	learning = 4
	prowess = 9

	trait = education_martial_3

	6742.05.17 = {
	    birth = yes
	}
	6743.10.09 = {  # Died at age 1
	    death = { death_reason = death_ill }
	}
}

lineofaykaafahaymim36 = {
	name = Ndeenar
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim15
	mother = lineofaykaafahaymim29

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 3
	intrigue = 3
	learning = 4
	prowess = 3

	trait = education_intrigue_4

	trait = charming
	6742.06.07 = {
	    birth = yes
	}
	6758.06.07 = {  
	    trait = lustful
	    trait = sadistic
	    trait = lazy
	}
	6762.02.21 = {  # Married at age 19
	    add_spouse = lineofaykaafahaymim49
	}
	6813.06.09 = {  # Died at age 71
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim37 = {
	name = Emeeliram
	female = yes
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim15
	mother = lineofaykaafahaymim29

	sexuality = heterosexual

	diplomacy = 6
	martial = 5
	stewardship = 4
	intrigue = 6
	learning = 2
	prowess = 7

	trait = education_stewardship_2

	trait = pensive
	6745.12.12 = {
	    birth = yes
	}
	6761.12.12 = {  
	    trait = impatient
	    trait = diligent
	    trait = eccentric
	}
	6828.06.17 = {  # Died at age 82
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim38 = {
	name = Kaleer
	female = yes
	culture = drenim
	religion = faith_gan

	sexuality = heterosexual

	diplomacy = 6
	martial = 4
	stewardship = 4
	intrigue = 3
	learning = 4
	prowess = 5

	trait = education_stewardship_3

	trait = bossy
	6722.12.04 = {
	    birth = yes
	}
	6738.12.04 = {  
	    trait = patient
	    trait = arrogant
	    trait = diligent
	}
	6812.10.12 = {  # Died at age 89
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim39 = {
	name = Eelchini
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim21
	mother = lineofaykaafahaymim34

	sexuality = heterosexual

	diplomacy = 1
	martial = 4
	stewardship = 3
	intrigue = 4
	learning = 2
	prowess = 4

	trait = education_martial_2

	trait = curious
	6747.01.26 = {
	    birth = yes
	}
	6763.01.26 = {  
	    trait = trusting
	    trait = arrogant
	    trait = impatient
	}
	6768.08.26 = {  # Married at age 21
	    add_spouse = lineofaykaafahaymim52
	}
	6825.12.16 = {  # Died at age 78
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim40 = {
	name = Taalikaphar
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim24
	mother = lineofaykaafahaymim38

	sexuality = heterosexual

	diplomacy = 5
	martial = 1
	stewardship = 2
	intrigue = 2
	learning = 10
	prowess = 6

	trait = education_learning_4

	trait = curious
	6747.04.17 = {
	    birth = yes
	}
	6763.04.17 = {  
	    trait = fickle
	    trait = chaste
	    trait = trusting
	}
	6767.06.10 = {  # Married at age 20
	    add_spouse = lineofaykaafahaymim50
	}
	6818.05.17 = {  # Died at age 71
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim41 = {
	name = Myraolyar
	female = yes
	culture = drenim
	religion = faith_gan

	sexuality = heterosexual

	diplomacy = 8
	martial = 9
	stewardship = 7
	intrigue = 5
	learning = 3
	prowess = 4

	trait = education_intrigue_4

	trait = rowdy
	6723.07.20 = {
	    birth = yes
	}
	6739.07.20 = {  
	    trait = humble
	    trait = lustful
	    trait = cynical
	}
	6802.10.11 = {  # Died at age 79
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim42 = {
	name = Alynarihaym
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim15
	mother = lineofaykaafahaymim29

	sexuality = heterosexual

	diplomacy = 2
	martial = 4
	stewardship = 3
	intrigue = 5
	learning = 4
	prowess = 6

	trait = education_martial_4

	6748.06.11 = {
	    birth = yes
	}
	6750.12.10 = {  # Died at age 2
	    death = { death_reason = death_ill }
	}
}

lineofaykaafahaymim43 = {
	name = Myraolyar
	female = yes
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim24
	mother = lineofaykaafahaymim38

	sexuality = heterosexual

	diplomacy = 2
	martial = 2
	stewardship = 4
	intrigue = 6
	learning = 7
	prowess = 7

	trait = education_intrigue_4

	trait = rowdy
	6751.03.10 = {
	    birth = yes
	}
	6767.03.10 = {  
	    trait = stubborn
	    trait = forgiving
	    trait = cynical
	}
	6825.10.27 = {  # Died at age 74
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim44 = {
	name = Zantara
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim27
	mother = lineofaykaafahaymim41

	sexuality = heterosexual

	diplomacy = 1
	martial = 8
	stewardship = 6
	intrigue = 5
	learning = 4
	prowess = 4

	trait = education_martial_3

	trait = bossy
	6751.07.27 = {
	    birth = yes
	}
	6767.07.27 = {  
	    trait = calm
	    trait = shy
	    trait = trusting
	}
	6770.02.06 = {  # Married at age 18
	    add_spouse = lineofaykaafahaymim37
	}
	6833.12.11 = {  # Died at age 82
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim45 = {
	name = Myrove
	female = yes
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim15
	mother = lineofaykaafahaymim29

	sexuality = heterosexual

	diplomacy = 2
	martial = 1
	stewardship = 7
	intrigue = 5
	learning = 7
	prowess = 8

	trait = education_martial_3

	trait = charming
	6752.07.03 = {
	    birth = yes
	}
	6757.07.06 = {  # Died at age 5
	    death = { death_reason = death_ill }
	}
}

lineofaykaafahaymim46 = {
	name = Cod_krii
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim21
	mother = lineofaykaafahaymim34

	sexuality = heterosexual

	diplomacy = 8
	martial = 1
	stewardship = 4
	intrigue = 4
	learning = 4
	prowess = 3

	trait = education_diplomacy_3

	6752.10.14 = {
	    birth = yes
	}
	6754.07.06 = {  # Died at age 1
	    death = { death_reason = death_ill }
	}
}

lineofaykaafahaymim47 = {
	name = Taalikaphar
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim21
	mother = lineofaykaafahaymim34

	sexuality = heterosexual

	diplomacy = 4
	martial = 5
	stewardship = 3
	intrigue = 2
	learning = 3
	prowess = 3

	trait = education_martial_3

	trait = rowdy
	6754.07.23 = {
	    birth = yes
	}
	6770.07.23 = {  
	    trait = sadistic
	    trait = chaste
	    trait = trusting
	}
	6772.07.06 = {  # Married at age 17
	    add_spouse = lineofaykaafahaymim56
	}
	6824.07.11 = {  # Died at age 69
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim48 = {
	name = Kantir
	culture = drenim
	religion = faith_gan

	dynasty = dynasty_aykaafahaymim
	father = lineofaykaafahaymim27
	mother = lineofaykaafahaymim41

	sexuality = heterosexual

	diplomacy = 3
	martial = 8
	stewardship = 1
	intrigue = 4
	learning = 5
	prowess = 5

	trait = education_martial_2

	trait = curious
	6756.07.14 = {
	    birth = yes
	}
	6772.07.14 = {  
	    trait = gregarious
	    trait = humble
	    trait = cynical
	}
	6824.03.02 = {  # Died at age 67
	    death = { death_reason = death_natural_causes }
	}
}

lineofaykaafahaymim49 = {
	name = Mbuumam
	female = yes
	culture = drenim
	religion = faith_gan

	sexuality = heterosexual

	diplomacy = 3
	martial = 6
	stewardship = 2
	intrigue = 3
	learning = 3
	prowess = 1

	trait = education_stewardship_2

	trait = pensive
